"키","분류1","명칭","도로명 주소","전화번호","홈페이지주소","분류2","분류3"
"BE_IW12-0002","맛집","라운지W","중구 청파로 464(중림동 355) 지상3층 301호","02-313-2480","http://www.loungew.com","맛집","뷔페/퓨전/기타"
"BE_IW12-0003","맛집","스칸디나비안클럽","서울 중구 을지로 245 (을지로6가) 국립의료원 내부","02-2265-9964","","맛집","뷔페/퓨전/기타"
"BE_IW12-0004","맛집","패밀리부페","서울 중구 을지로 79 (을지로2가) ","02-773-1772","","맛집","뷔페/퓨전/기타"
"BE_IW12-0005","맛집","호아빈","서울 중구 서소문동 14-2 동림빌딩1층","02-757-0025","http://hoabinh.co.kr","맛집","뷔페/퓨전/기타"
"BE_IW12-0006","맛집","강가","중구 세종대로136(태평로1가 84) 서울파이낸스센타 지하2층","02-3783-0610","http://www.ganga.co.kr","맛집","양식/카페/바/주점"
"BE_IW12-0007","맛집","기소야(을지점)","서울특별시 중구 삼일대로 363 (장교동)","02-774-0863","","맛집","양식/카페/바/주점"
"BE_IW12-0008","맛집","노리타명동점","중구 명동8나길 20(충무로1가 22-5)","02-774-1990","http://www.inolita.co.kr","맛집","양식/카페/바/주점"
"BE_IW12-0009","맛집","매칭몰","중구 명동길 43(명동1가 53 - 1)","02-319-6352","","맛집","양식/카페/바/주점"
"BE_IW12-0010","맛집","메종꼬레","서울 중구 장충동2가 189-6","02-2279-3936","","맛집","양식/카페/바/주점"
"BE_IW12-0011","맛집","명동돈까스","중구 명동3길 8(명동1가 59 - 13)","02-776-5300","","맛집","양식/카페/바/주점"
"BE_IW12-0012","맛집","사보텐 명동점","중구 명동8가길 20(충무로2가 63 - 2) (12층)","02-756-4510","","맛집","양식/카페/바/주점"
"BE_IW12-0013","맛집","아웃백스테이크하우스(서대문점)","서울 중구 통일로 114 (의주로1가","02-6323-2501","http://www.outback.co.kr/","맛집","양식/카페/바/주점"
"BE_IW12-0014","맛집","아웃백스테이크하우스(시청점)","서울 중구 태평로2가 58-2","02-754-5181","http://www.outback.co.kr/","맛집","양식/카페/바/주점"
"BE_IW12-0015","맛집","아웃백스테이크하우스(회현점)","서울 중구 남대문시장10길 22 (회현동1가) ","02-3789-9501","http://www.outback.co.kr/","맛집","양식/카페/바/주점"
"BE_IW12-0016","맛집","아하바브라카","서울 중구 정동 11-3","02-753-7003","","맛집","양식/카페/바/주점"
"BE_IW12-0017","맛집","어반가든","서울 중구 정동길 12-15(정동 28-2)","02-777-2254","http://www.urbangarden.co.kr/","맛집","양식/카페/바/주점"
"BE_IW12-0018","맛집","젠하이더웨이","서울 중구 명동6길 21(명동2가 52-13) 4.5층","02-776-1461","http://zenhideaway.com","맛집","양식/카페/바/주점"
"BE_IW12-0019","맛집","툇마루","중구 명동10길 19-3(명동2가 3-3) 지하1층","02-777-1529","","맛집","양식/카페/바/주점"
"BE_IW12-0020","맛집","팰리스","중구 퇴계로 10(남대문로5가 537) LG역전빌딩지하","02-728-1141","","맛집","양식/카페/바/주점"
"BE_IW12-0021","맛집","피자몰리미니","중구 명동10길 41(충무로2가 7 - 1)","02-777-0988","http://www.pizzamall.com","맛집","양식/카페/바/주점"
"BE_IW12-0022","맛집","하늘정원","서울 중구 장충동2가 189-14","02-2266-9886","","맛집","양식/카페/바/주점"
"BE_IW12-0023","중구 어디까지 가봤니?","(유진참치)시청앞 서소문동","","","","맛집","일식"
"BE_IW12-0024","중구 어디까지 가봤니?","(유진참치)시청앞 서소문동","","","","맛집","일식"
"BE_IW12-0025","맛집","가나일식","서울 중구 남대문로9길 24 (다동)","02-755-7495","","맛집","일식"
"BE_IW12-0026","맛집","다도해수산","서울 중구 서소문동 101-2","02-755-9553","","맛집","일식"
"BE_IW12-0027","맛집","동신참치","서울 중구 서소문동 57-10","02-3455-1837","","맛집","일식"
"BE_IW12-0028","맛집","동해","중구 칠패로(봉래동1가 5-4)","02-756-3321","","맛집","일식"
"BE_IW12-0029","맛집","동해일식","서울 중구 무교로 16 (무교동) ","02-754-4161","","맛집","일식"
"BE_IW12-0030","맛집","동해횟집","서울 중구 신당동 121-30","02-2253-5280","","맛집","일식"
"BE_IW12-0031","맛집","막내회집","서울 중구 남대문시장4길 34-11 (남창동) ","02-776-6445","","맛집","일식"
"BE_IW12-0224","맛집","참맛감자탕","서울 중구 다산로 107 (신당동) ","02-2231-0240","","맛집","한식"
"BE_IW12-0225","맛집","청기와복집","서울 중구 신당2동 381-11","02-2232-5688","","맛집","한식"
"BE_IW12-0226","맛집","청목원","중구 세종대로2나길 8(남대문로5가 214)","02-779-4722","","맛집","한식"
"BE_IW12-0227","맛집","청송옥","중구 서소문로11길 14(서소문동 52-1)","02-754-1547","","맛집","한식"
"BE_IW12-0228","맛집","충무김밥","서울 중구 명동10길 17-1 (명동2가) ","02-755-8488","","맛집","한식"
"BE_IW12-0162","맛집","세림","중구 남대문로9길 24(다동 140)","","","맛집","한식"
"BE_IW12-0163","맛집","속초집","서울 중구 남대문로 25-15 (북창동) ","02-775-2226","","맛집","한식"
"BE_IW12-0164","맛집","손가명가","중구 을지로1길 46(다동 47)","02-777-1013","","맛집","한식"
"BE_IW12-0165","맛집","송원","중구 동호로24길 15(장충동2가 188 - 4)","02-266-8159","","맛집","한식"
"BE_IW12-0166","맛집","송정","중구 을지로38길 11(광희동1가 38 - 1) (지상1층 지상2층)","02-2268-0592","","맛집","한식"
"BE_IW12-0167","맛집","송정","중구 을지로38길 11(광희동1가 38 - 1) (지상1층 지상2층)","02-2268-0592","","맛집","한식"
"BE_IW12-0168","맛집","솥정원","중구 명동10길 19-3(명동2가 3-3)","02-3785-3114","","맛집","한식"
"BE_IW12-0169","맛집","신촌설렁탕","서울 중구 남대문로5가 541","02-6456-8772","http://sinchonfood.net","맛집","한식"
"BE_IW12-0170","맛집","아구랑꽃게랑","서울 중구 장충동2가 24-35","02-2263-5554","","맛집","한식"
"BE_IW12-0171","맛집","아리랑가든","서울 중구 필동2가 7-2","02-2273-7507","","맛집","한식"
"BE_IW12-0172","맛집","아미소(명동본점)","서울 중구 명동2가 53-1 5층","02-756-3317","","맛집","한식"
"BE_IW12-0173","맛집","아이러브신당동 떡볶이","중구 퇴계로76길 50(신당1동 302-4)","02-2232-7872","http://www.ilovesindangdong.co.kr","맛집","한식"
"BE_IW12-0174","맛집","약수한방삼계탕","중구 다산로 77(신당2동 353-22)","02-2252-9775","","맛집","한식"
"BE_IW12-0175","맛집","양미옥","중구 충무로 62(을지로3가 161)","02-2275-8837","","맛집","한식"
"BE_IW12-0176","맛집","엉터리생고기","중구  통일로4길 16(순화동 1-5) (3층)","011-260-7912","","맛집","한식"
"BE_IW12-0177","맛집","엉터리생고기 ","서울 중구 동호로 201 (신당동)","02-2232-6362","http://ungteori.com","맛집","한식"
"BE_IW12-0178","맛집","옛멀","중구 퇴계로 409(흥인동 91) 지상2층","02-2238-0202","","맛집","한식"
"BE_IW12-0179","맛집","오대감","서울 중구 명동8나길 35 (충무로1가) ","02-776-1515","","맛집","한식"
"BE_IW12-0180","맛집","오복정","중구 세종대로11길 30(서소문동 120 - 12)","02-755-1551","","맛집","한식"
"BE_IW12-0181","맛집","오신정","서울 중구 충무로3가 23-3","02-2273-3031","http://osinjung.com","맛집","한식"
"BE_IW12-0182","맛집","오장갈비","중구 마른내로 109(오장동 69 - 5)","02-2267-9328","","맛집","한식"
"BE_IW12-0183","맛집","오장동 복집","중구 퇴계로45길 32-41(오장동 90-4) (1층)","02-2268-6771","","맛집","한식"
"BE_IW12-0184","맛집","오장동 신창면옥","중구 마른내로 106(오장동 90 - 8)","02-2273-4889","","맛집","한식"
"BE_IW12-0185","맛집","오장동 함흥냉면","중구 다산로 178(신당4동 330 - 380)","02-2234-2121","","맛집","한식"
"BE_IW12-0186","맛집","오장동복집","중구 퇴계로45길 32-41(오장동 90-4)  (1층)","011-739-8515","","맛집","한식"
"BE_IW12-0187","맛집","오장동흥남집","중구 마른내로 114(오장동 101 - 7)","02-2266-0735","","맛집","한식"
"BE_IW12-0188","맛집","옥돌정","서울 중구 퇴계로48길 12 (묵정동) ","02-2266-2409","","맛집","한식"
"BE_IW12-0189","맛집","용궁해물샤브스끼","서울 중구 다동 47번지","02-777-3536","","맛집","한식"
"BE_IW12-0190","맛집","용수산","중구 세종대로136(태평로1가 84) 파이넨스빌딩 지하1층 105동 A호","02-771-5553","http://www.yongsusan.co.kr","맛집","한식"
"BE_IW12-0191","맛집","우래옥","중구 창경궁로 62-29(주교동 118 - 1)","02-265-0151","","맛집","한식"
"BE_IW12-0192","맛집","우리나라","중구 명동8가길 49(충무로2가 12 - 10)","02-753-0334","","맛집","한식"
"BE_IW12-0193","맛집","우림명가","중구 서소문로89-20(정동 34-7)","011-267-2452","","맛집","한식"
"BE_IW12-0194","맛집","우림정","서울 중구 세종대로11길 33-3 (서소문동) ","02-752-5939","","맛집","한식"
"BE_IW12-0195","맛집","우와","중구 세종대로16길 23(북창동 11-6)","02-753-3460","","맛집","한식"
"BE_IW12-0196","맛집","원할머니 본가","중구 난계로 201(황학동 1685) (12층)","02-2232-3232","","맛집","한식"
"BE_IW12-0197","맛집","원할머니보쌈(약수점)","서울 중구 신당2동 361-24 한미빌딩1층","02-2235-7128","http://bossam.co.kr","맛집","한식"
"BE_IW12-0198","맛집","원할머니본가","서울 중구 황학동 1685","02-2232-3232","","맛집","한식"
"BE_IW12-0199","맛집","월매네남원추어탕","서울 중구 서소문동 51-2","02-757-9580","","맛집","한식"
"BE_IW12-0200","맛집","월촌","중구 무교로 32(무교동 1) 효령빌딩 지하1층","02-756-2267","","맛집","한식"
"BE_IW12-0201","맛집","유고집칼국수","서울 중구 퇴계로78길 39 (신당동) ","02-2253-2233","","맛집","한식"
"BE_IW12-0202","맛집","유정식당","중구 마장로1길 28-5(신당1동 217-111)","02-2232-5727","","맛집","한식"
"BE_IW12-0203","맛집","은성","서울 중구 을지로3가 296-4","02-2266-6096","","맛집","한식"
"BE_IW12-0204","맛집","은행나무집","중구 다산로40길 17(신당5동112-6)","02-2252-8836","","맛집","한식"
"BE_IW12-0205","맛집","이가촌","서울 중구 명동2가 3-3","02-753-0223","","맛집","한식"
"BE_IW12-0206","맛집","장가안가","중구 퇴계로27길 12-3(필동1가 3-17)","02-2269-2432","","맛집","한식"
"BE_IW12-0207","맛집","장안가","중구 남대문로1길 42(북창동 18-4)","02-752-6900","","맛집","한식"
"BE_IW12-0208","맛집","장터본가","서울 중구 남대문로4가 17-4","02-3782-7292","","맛집","한식"
"BE_IW12-0135","맛집","목포세발낙지","서울특별시 중구 남대문로9길 20 (다동) ","02-777-7143","","맛집","한식"
"BE_IW12-0136","맛집","무진장","서울 중구 흥인동 118번지","02-2232-5566","","맛집","한식"
"BE_IW12-0137","맛집","문화옥","중구 창경궁로 62-5(주교동 118 - 3)","02-265-0322","","맛집","한식"
"BE_IW12-0138","맛집","미각","중구 을지로14길 21(을지로3가 296 - 6) (1~2층)","02-2267-3438","","맛집","한식"
"BE_IW12-0139","맛집","미니마니","중구 명동3길 23(을지로2가 199 - 44) (12층)","02-757-9279","","맛집","한식"
"BE_IW12-0140","맛집","미정갈비","서울 중구 수표동 56-22","02-2266-4281","","맛집","한식"
"BE_IW12-0141","맛집","미향한정식","서울 중구 명동10길 35-10(명동2가 23)","02-737-9333","","맛집","한식"
"BE_IW12-0142","맛집","바우네보쌈","서울 중구 명동길 25-7 (명동1가) ","02-776-9644","","맛집","한식"
"BE_IW12-0143","맛집","방일해장국","서울 중구 새문안로 32 (충정로1가) ","02-723-0049","","맛집","한식"
"BE_IW12-0144","맛집","백상","중구 서애로1길 49(묵정동 29 - 32)","02-2263-7700","","맛집","한식"
"BE_IW12-0145","맛집","백송회관","서울 중구 황학동 1066","02-2233-7672","","맛집","한식"
"BE_IW12-0146","맛집","본가원조닭한마리","서울 중구 초동 54","02-2274-2986","","맛집","한식"
"BE_IW12-0147","맛집","본가집토종순대","서울특별시 중구 퇴계로 197 (필동2가) ","02-2265-5595","","맛집","한식"
"BE_IW12-0148","맛집","봉희 설렁탕","중구 을지로44길 31(광희동1가 188-5)","02-2267-0202","","맛집","한식"
"BE_IW12-0149","맛집","봉희설렁탕","중구 을지로44길 31(광희동1가 188-5)","02-2267-0202","","맛집","한식"
"BE_IW12-0150","맛집","부산갈비","중구 마른내로 107-1(오장동 69 - 6)","02-2279-5821","","맛집","한식"
"BE_IW12-0151","맛집","산정","서울 중구 동호로 288 (장충동2가) ","02-2266-9224","","맛집","한식"
"BE_IW12-0152","맛집","삼대냉면","서울 중구 명동길 25-7 (명동1가) ","02-752-6800","","맛집","한식"
"BE_IW12-0153","맛집","삼수갑산","중구 세종대로4길 8(남대문로5가 12-46)","02-771-7187","","맛집","한식"
"BE_IW12-0154","맛집","삼천리","서울 중구 충무로1가 25-6 2층","02-776-2361","","맛집","한식"
"BE_IW12-0155","맛집","샤브궁샤브가","서울 중구 덕수궁길 7 (태평로2가) ","02-757-4582","","맛집","한식"
"BE_IW12-0156","맛집","서울뚝배기","중구 명동8나길 19(충무로3가 24 - 11)","02-2263-0596","","맛집","한식"
"BE_IW12-0157","맛집","서울명숯불갈비","서울 중구 황학동 1780번지","02-2235-9288","","맛집","한식"
"BE_IW12-0158","맛집","서울삼계탕","중구 마른내로 19(저동2가 17-8)","02-2263-1743","","맛집","한식"
"BE_IW12-0159","맛집","서울삼계탕(영양센터)","중구 남대문로1길 57(태평로2가 58)","02-775-4300","","맛집","한식"
"BE_IW12-0581","쇼핑(살거리)","롯데아울렛 서울역점","용산구 한강대로 405(동자동 43-205)","02-6965-2500","http://store.lotteshopping.com","쇼핑","쇼핑타운"
"BE_IW12-0582","쇼핑(살거리)","밀리오레 ","서울특별시 중구 퇴계로 115","02-3393-2802 ","http://www.migliore.co.kr/ ","쇼핑","쇼핑타운"
"BE_IW12-0365","문화공간(볼거리)","덕수궁 미술관 ","중구 세종대로99(정동 5-1)","02-2022-0600 ","www.moca.go.kr/index.do?_method=main ","문화공간","전시장"
"BE_IW12-0366","문화공간(볼거리)","서울시립미술관","중구 새문안로 45(서소문동 37)","02-2124-8800","http://seoulmoa.seoul.go.kr/index.jsp","문화공간","전시장"
"BE_IW12-0367","문화공간(볼거리)","서울시립미술관 ","중구 덕수궁길 61(서소문동 37)  ","02-2124-8800 ","http://seoulmoa.seoul.go.kr/index.jsp ","문화공간","전시장"
"BE_IW12-0368","문화공간(볼거리)","우표문화누리","서울시 중구 반포로1 POST TOWER 지하2층","02-6450-5600","http://www.kstamp.go.kr/kstampworld/","문화공간","전시장"
"BE_IW12-0369","문화공간(볼거리)","우표문화누리 ","서울시 중구 반포로1 POST TOWER 지하2층 ","02-6450-5600 ","http://www.kstamp.go.kr/ ","문화공간","전시장"
"BE_IW12-0370","문화공간(볼거리)","조선일보 미술관","중구 세종대로21길 30(태평로1가 61)","02-724-6322","http://gallery.chosun.com/","문화공간","전시장"
"BE_IW12-0371","문화공간(볼거리)","조선일보 미술관 ","중구 세종대로 21길 30(태평로1가 61) ","","http://gallery.chosun.com/ ","문화공간","전시장"
