TURSM_CNTNTS_SEQ,MENU_CD,LANG_CD,MAIN_THUMB_IMAGE_LC,DETAIL_EX_URL,CNTNTS_REPRSNT_TITLE,CNTNTS_REPRSNT_SUBTITLE,MAIN_PLACE_NM,ONE_CTGRY_NM,TWO_CTGRY_NM,GUGUN_NM,LA,LO,HASHTAG,TOUR_HNTIP,TOUR_ETIQUETTE,TRNSPROT_GUID,OPER_TERM,RSTDE_GUID,USE_DAY_ND_TERM,USE_PRICE,REPRSNT_MENU_NM,VIEWS_CO,LIKE_CO,FAVORITE_CO
459,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231193736138_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=459&lang_cd=ko,운수사에 서면 낙동강이 내 품으로,운수사,운수사,명소,문화,사상구,35.1843185,129.0134583,"#부산여행,#부산가볼만한곳,#사찰,#절,#운수사,#산책하기좋은곳,#힐링,#숲속여행",,,"도시철도 2호선 모라역 3번 출구 → 버스 148 환승 → 운수사 입구 하차 도보 17분
주차 운수사 주차장",,연중무휴,상시,무료,,1699,0,1
463,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20191231201409836_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=463&lang_cd=ko,가족과 함께 룰루랄라 스포원파크,즐겁고 안전한 가족놀이터를 찾는다면?,스포원파크,명소,자연,금정구,35.2915039,129.1048737,"#자연,#공원,#부산여행,#부산가볼만한곳,#스포원파크,#피크닉,#나들이,#산책,#조깅,#자전거여행,#수변공원,#레포츠체험,#아이와함께,#가족여행",자전거대여 가능(유료),,"도시철도 1호선 노포역 하차 1번 출구 → 버스 환승 29, 37, 49, 51, 80, 90, 131, 148, 301, 금정구2-2 금정공영차고지 하차 도보 12분",,"공원 연중무휴
스포츠센터 매주 2, 4주 월요일",홈페이지 참조,홈페이지 참조,,1622,2,0
483,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20200101164518953_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=483&lang_cd=ko,소막마을을 아시나요?,근대역사 문화유산,우암동 소막마을,명소,역사,남구,35.1255989,129.0701752,"#부산여행,#근현대사,#문화유산,#역사여행,#걷기여행,#골목길,#우암동,#소막마을,#동항성당,#다크투어리즘,#원도심투어",,실제 주민의 거주공간이니 조용히 둘러보자.,"버스 134, 23, 26, 68, 138-1, 168 남부중앙새마을금고 하차 도보 3분",,,상시,무료,,1616,0,0
501,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20200102125306322_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=501&lang_cd=ko,"언제나 그 자리에, 충렬사",충렬사,충렬사,명소,역사,동래구,35.2011909,129.0960693,"#부산여행,#가족여행,#기념관,#전통,#문화유적지,#체험학습,#역사여행,#부산충렬사,#산책,#아이와함께,#친구와함께",,,"도시철도 4호선 충렬사역 1번 출구 도보 1분
버스 105, 129-1, 148, 29, 42, 99, 1010 낙민역 하차
주차 충렬사 주차장",,연중무휴,"09:00~21:00(4~9월)
09:00~20:00(10~3월)
본전/기념관 09:00~18:00",무료,,2404,2,2
508,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20200102141456051_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=508&lang_cd=ko,커피의 모든 것 부산커피박물관,부산커피박물관,부산커피박물관,명소,문화,부산진구,35.1543312,129.0645294,"#부산여행,#부산가볼만한곳,#전포카페거리,#박물관,#부산커피박물관,#부산데이트코스,#친구와함께,#추천여행",,,"도시철도 2호선 전포역 7번 출구 도보 1분
버스 138-1, 24 경남공고 하차 도보 3분",,월요일,화~일 11:00~12:00 / 14:00~18:00 / 19:00~19:30,무료,,1309,1,4
509,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20200102141841728_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=509&lang_cd=ko,전통시장에 부는 힙한 바람 B4291,B4291,B4291,명소,문화,중구,35.0968552,129.0346832,"#부산여행,#부산가볼만한곳,#자갈치시장,#복합문화공간,#로컬콘텐츠,#B4291,#건어물시장,#바다풍경,#원도심투어",,,"도시철도 1호선 남포역 4번출구 도보 2분
버스 113, 186, 190, 30, 66, 8, 88 영도대교 하차 도보 2분",,업체별 상이,상시(업체별 상이),업체별 상이,,1907,3,3
511,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20200102142920888_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=511&lang_cd=ko,"주민들의 소통 공간, 사상생활사박물관",사상생활사박물관,사상생활사박물관,명소,문화,사상구,35.1720009,128.978714,"#부산여행,#박물관,#사상생활사박물관,#아이와함께,#가족여행,#친구와함께",,,"도시철도 2호선 덕포역 1번 출구 도보 8분
버스 123, 126 삼락생태공원 하차 도보 6분
주차 사상생활사박물관 주차장",,월요일,화~일 09:00~18:00,무료,,2371,3,4
527,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20200110144727057_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=527&lang_cd=ko,열정과 에너지가 가득한 ‘작은부산’ 사직야구장,"볼거리, 먹거리, 즐길거리가 가득한 낭만의 장소",사직야구장,명소,문화,동래구,35.1941071,129.0615082,"#부산여행,#야구,#사직야구장,#롯데자이언츠,#부산갈매기,#응원,#먹거리,#볼거리,#프로야구,#스포츠,#신문지응원,#봉다리응원,#이색체험,#아이와함께,#연인과함께,#친구와함께",,,"도시철도 3호선 종합운동장역 9번 출구 도보 11분
버스 54, 57, 83-1, 131 사직실내수영장 하차 도보 4분",,홈페이지 참조,홈페이지 참조,좌석 별 상이(홈페이지 참조),,2927,6,5
833,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20200717114921294_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=833&lang_cd=ko,송도에서 구름 위를 느끼는 법,바다와 하늘 사이에 걷다,송도용궁구름다리,명소,자연,서구,35.0619392,129.0219116,"#부산여행,#부산가볼만한곳,#전망좋은곳,#산책하기좋은곳,#힐링,#핫플레이스,#부산명소,#해안절경,#자연,#바다,#산책로,#부모님과함께,#친구와함께,#송도해수욕장,#송도용궁구름다리,#암남공원,#이달의부산여행,#7월부산여행",,"하이힐, 등산스틱, 셀카봉 등 사용금지","도시철도 1호선 자갈치역 하차- 1번출구- 자갈치역, 충무동교차로 정류장까지 도보 이동- 버스(7번) 환승- 암남공원 정류장 하차
주차 암남공원 공영주차장 이용(유료)",,"매월 첫째, 셋째 월요일과 구정 및 새해 전날 휴무","개방시간: 매일 09:00~18:00(3월~9월), 매일 09:00~17:00(10월~2월)",,,1591,6,4
838,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20200722140028489_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=838&lang_cd=ko,"부산의 옛 흔적을 찾아, 우암동 소막마을",글. 일러스트 여행드로잉작가 정승빈,우암동 소막마을,명소,역사,남구,35.126194,129.0759735,"#부산여행,#부산이색여행,#근현대사,#역사여행,#우암동소막마을,#원도심투어,#부산가볼만한곳,#역사문화재,#테마거리,#부모님과함께,#친구와함께,#아이와함께,#혼자가는여행,#가족여행,#부산음식,#부산맛집,#이달의부산여행,#7월부산여행",,,,,,,,,1045,9,1
848,DOM_000000201001001000,ko,/uploadImgs/files/cntnts/20200729150013892_thumbL,https://www.visitbusan.net/index.do?menuCd=DOM_000000201001001000&uc_seq=848&lang_cd=ko,부산치유의 숲,마냥 걷기만 해도 좋은 숲,부산치유의숲,명소,자연,기장군,35.2694817,129.1295471,"#부산여행,#부산가볼만한곳,#전망좋은곳,#경치좋은곳,#산책하기좋은돗,#숲속여행,#산,#도보여행,#숲길,#등산,#힐링,#부모님과함께,#친구와함께,#혼자가는여행,#아이와함께,#여름여행,#부산치유의숲,#이달의부산여행,#7월부산여행",,"부산치유의 숲은 상수원보호구역입니다.
-	흡연, 음주, 취사(캠핑)행위 금지
-	자전거 및 오토바이 출입금지
-	무단채취 및 훼손 금지
","도시철도 1호선 범어사역 2번 출구, 마을버스 기장군2-3 환승, 부산치유의 숲 하차
주차 부산치유의 숲 주차장",상시,설날?추석 당일 휴무,매일,무료,,515,5,6
